Record Date,Type of Account,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2013-06-04","Federal Reserve Account","35389","11476","34681","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","06","04"
"2013-06-04","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","06","04"
"2013-06-04","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","06","04"
"2013-06-03","Federal Reserve Account","11476","34681","34681","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","06","03"
"2013-06-03","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","06","03"
"2013-06-03","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","06","03"
"2013-05-31","Federal Reserve Account","34681","19677","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","31"
"2013-05-31","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","31"
"2013-05-31","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","31"
"2013-05-30","Federal Reserve Account","19677","14298","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","30"
"2013-05-30","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","30"
"2013-05-30","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","30"
"2013-05-29","Federal Reserve Account","14298","16075","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","29"
"2013-05-29","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","29"
"2013-05-29","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","29"
"2013-05-28","Federal Reserve Account","16075","11950","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","28"
"2013-05-28","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","28"
"2013-05-28","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","28"
"2013-05-24","Federal Reserve Account","11950","16345","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","24"
"2013-05-24","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","24"
"2013-05-24","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","24"
"2013-05-23","Federal Reserve Account","16345","25206","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","23"
"2013-05-23","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","23"
"2013-05-23","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","23"
"2013-05-22","Federal Reserve Account","25206","31246","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","22"
"2013-05-22","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","22"
"2013-05-22","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","22"
"2013-05-21","Federal Reserve Account","31246","37738","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","21"
"2013-05-21","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","21"
"2013-05-21","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","21"
"2013-05-20","Federal Reserve Account","37738","34216","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","20"
"2013-05-20","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","20"
"2013-05-20","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","20"
"2013-05-17","Federal Reserve Account","34216","35791","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","17"
"2013-05-17","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","17"
"2013-05-17","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","17"
"2013-05-16","Federal Reserve Account","35791","69489","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","16"
"2013-05-16","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","16"
"2013-05-16","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","16"
"2013-05-15","Federal Reserve Account","69489","91647","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","15"
"2013-05-15","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","15"
"2013-05-15","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","15"
"2013-05-14","Federal Reserve Account","91647","94695","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","14"
"2013-05-14","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","14"
"2013-05-14","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","14"
"2013-05-13","Federal Reserve Account","94695","92472","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","13"
"2013-05-13","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","13"
"2013-05-13","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","13"
"2013-05-10","Federal Reserve Account","92472","96747","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","10"
"2013-05-10","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","10"
"2013-05-10","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","10"
"2013-05-09","Federal Reserve Account","96747","133620","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","09"
"2013-05-09","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","09"
"2013-05-09","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","09"
"2013-05-08","Federal Reserve Account","133620","142662","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","08"
"2013-05-08","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","08"
"2013-05-08","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","08"
"2013-05-07","Federal Reserve Account","142662","147072","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","07"
"2013-05-07","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","07"
"2013-05-07","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","07"
"2013-05-06","Federal Reserve Account","147072","141086","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","06"
"2013-05-06","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","06"
"2013-05-06","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","06"
"2013-05-03","Federal Reserve Account","141086","161881","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","03"
"2013-05-03","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","03"
"2013-05-03","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","03"
"2013-05-02","Federal Reserve Account","161881","184624","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","02"
"2013-05-02","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","02"
"2013-05-02","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","02"
"2013-05-01","Federal Reserve Account","184624","213863","213863","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","05","01"
"2013-05-01","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","05","01"
"2013-05-01","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","05","01"
"2013-04-30","Federal Reserve Account","213863","151714","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","30"
"2013-04-30","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","30"
"2013-04-30","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","30"
"2013-04-29","Federal Reserve Account","151714","138429","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","29"
"2013-04-29","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","29"
"2013-04-29","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","29"
"2013-04-26","Federal Reserve Account","138429","133892","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","26"
"2013-04-26","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","26"
"2013-04-26","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","26"
"2013-04-25","Federal Reserve Account","133892","167621","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","25"
"2013-04-25","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","25"
"2013-04-25","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","25"
"2013-04-24","Federal Reserve Account","167621","169902","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","24"
"2013-04-24","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","24"
"2013-04-24","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","24"
"2013-04-23","Federal Reserve Account","169902","128667","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","23"
"2013-04-23","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","23"
"2013-04-23","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","23"
"2013-04-22","Federal Reserve Account","128667","111549","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","22"
"2013-04-22","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","22"
"2013-04-22","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","22"
"2013-04-19","Federal Reserve Account","111549","100062","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","19"
"2013-04-19","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","19"
"2013-04-19","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","19"
"2013-04-18","Federal Reserve Account","100062","121204","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","18"
"2013-04-18","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","18"
"2013-04-18","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","18"
"2013-04-17","Federal Reserve Account","121204","115261","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","17"
"2013-04-17","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","17"
"2013-04-17","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","17"
"2013-04-16","Federal Reserve Account","115261","90401","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","16"
"2013-04-16","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","16"
"2013-04-16","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","16"
"2013-04-15","Federal Reserve Account","90401","64402","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","15"
"2013-04-15","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","15"
"2013-04-15","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","15"
"2013-04-12","Federal Reserve Account","64402","57931","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","12"
"2013-04-12","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","12"
"2013-04-12","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","12"
"2013-04-11","Federal Reserve Account","57931","52487","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","11"
"2013-04-11","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","11"
"2013-04-11","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","11"
"2013-04-10","Federal Reserve Account","52487","61556","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","10"
"2013-04-10","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","10"
"2013-04-10","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","10"
"2013-04-09","Federal Reserve Account","61556","63746","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","09"
"2013-04-09","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","09"
"2013-04-09","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","09"
"2013-04-08","Federal Reserve Account","63746","57966","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","08"
"2013-04-08","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","08"
"2013-04-08","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","08"
"2013-04-05","Federal Reserve Account","57966","59677","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","05"
"2013-04-05","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","05"
"2013-04-05","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","05"
"2013-04-04","Federal Reserve Account","59677","60060","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","04"
"2013-04-04","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","04"
"2013-04-04","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","04"
"2013-04-03","Federal Reserve Account","60060","83154","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","03"
"2013-04-03","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","03"
"2013-04-03","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","03"
"2013-04-02","Federal Reserve Account","83154","85553","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","02"
"2013-04-02","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","02"
"2013-04-02","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","02"
"2013-04-01","Federal Reserve Account","85553","79152","79152","85446","I","Operating Cash Balance","Type of account","1","2013","3","2013","2","04","01"
"2013-04-01","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","3","2013","2","04","01"
"2013-04-01","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","3","2013","2","04","01"
"2013-03-29","Federal Reserve Account","79152","66789","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","29"
"2013-03-29","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","29"
"2013-03-29","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","29"
"2013-03-28","Federal Reserve Account","66789","53218","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","28"
"2013-03-28","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","28"
"2013-03-28","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","28"
"2013-03-27","Federal Reserve Account","53218","66806","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","27"
"2013-03-27","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","27"
"2013-03-27","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","27"
"2013-03-26","Federal Reserve Account","66806","74772","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","26"
"2013-03-26","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","26"
"2013-03-26","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","26"
"2013-03-25","Federal Reserve Account","74772","70180","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","25"
"2013-03-25","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","25"
"2013-03-25","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","25"
"2013-03-22","Federal Reserve Account","70180","70800","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","22"
"2013-03-22","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","22"
"2013-03-22","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","22"
"2013-03-21","Federal Reserve Account","70800","71131","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","21"
"2013-03-21","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","21"
"2013-03-21","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","21"
"2013-03-20","Federal Reserve Account","71131","83998","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","20"
"2013-03-20","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","20"
"2013-03-20","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","20"
"2013-03-19","Federal Reserve Account","83998","90815","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","19"
"2013-03-19","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","19"
"2013-03-19","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","19"
"2013-03-18","Federal Reserve Account","90815","73746","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","18"
"2013-03-18","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","18"
"2013-03-18","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","18"
"2013-03-15","Federal Reserve Account","73746","32379","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","15"
"2013-03-15","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","15"
"2013-03-15","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","15"
"2013-03-14","Federal Reserve Account","32379","28448","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","14"
"2013-03-14","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","14"
"2013-03-14","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","14"
"2013-03-13","Federal Reserve Account","28448","41572","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","13"
"2013-03-13","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","13"
"2013-03-13","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","13"
"2013-03-12","Federal Reserve Account","41572","48248","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","12"
"2013-03-12","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","12"
"2013-03-12","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","12"
"2013-03-11","Federal Reserve Account","48248","44941","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","11"
"2013-03-11","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","11"
"2013-03-11","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","11"
"2013-03-08","Federal Reserve Account","44941","47908","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","08"
"2013-03-08","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","08"
"2013-03-08","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","08"
"2013-03-07","Federal Reserve Account","47908","48960","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","07"
"2013-03-07","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","07"
"2013-03-07","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","07"
"2013-03-06","Federal Reserve Account","48960","22220","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","06"
"2013-03-06","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","06"
"2013-03-06","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","06"
"2013-03-05","Federal Reserve Account","22220","29874","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","05"
"2013-03-05","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","05"
"2013-03-05","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","05"
"2013-03-04","Federal Reserve Account","29874","24916","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","04"
"2013-03-04","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","04"
"2013-03-04","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","04"
"2013-03-01","Federal Reserve Account","24916","81750","81750","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","03","01"
"2013-03-01","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","03","01"
"2013-03-01","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","03","01"
"2013-02-28","Federal Reserve Account","81750","15966","120247","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","02","28"
"2013-02-28","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","02","28"
"2013-02-28","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","02","28"
"2013-02-27","Federal Reserve Account","15966","39016","120247","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","02","27"
"2013-02-27","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","02","27"
"2013-02-27","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","02","27"
"2013-02-26","Federal Reserve Account","39016","49265","120247","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","02","26"
"2013-02-26","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","02","26"
"2013-02-26","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","02","26"
"2013-02-25","Federal Reserve Account","49265","48569","120247","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","02","25"
"2013-02-25","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2013","2","2013","1","02","25"
"2013-02-25","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2013","2","2013","1","02","25"
"2013-02-22","Federal Reserve Account","48569","51134","120247","85446","I","Operating Cash Balance","Type of account","1","2013","2","2013","1","02","22"
